position.latitude,trip.start_date,current_stop_sequence,vehicle.id,trip.trip_id,trip.schedule_relationship,trip.start_time,position.bearing,timestamp,multi_carriage_details,position.longitude,occupancy_status,trip.route_id,current_status,vehicle.label
53.76089859008789,20240210,35,SCEM-11693,VJacd32c062cb72847f90f63ccd8e96d54a5fe9452,0,14:17:00,144.0,1707576571,[],-0.25554078817367554,,23839,2,
53.74481201171875,20240210,32,SCEM-11694,VJ6fb02a3113d0ad5e2552b2b9716955933a2d4c62,0,14:20:00,336.0,1707576568,[],-0.3383449912071228,,74585,2,
53.63902282714844,20240210,13,SCEM-24205,VJc8ebac1fd83c2cc72335ecac8772dafc325eed66,0,14:15:00,78.0,1707576584,[],-0.616585910320282,,21385,2,
53.561100006103516,20240210,0,SCEM-26259,VJ8bcb7aa85ecb3167a0d24b0ad36efb2e436a721c,0,14:50:00,54.0,1707576572,[],-0.02817779965698719,,32334,1,
52.57033920288086,20240210,14,YX22_OKE_335,VJ6e6d8272cf5bb5faa6495f245b3307fd0e4109e0,0,14:22:00,320.0,1707576560,[],-0.24106599390506744,,87952,2,
51.319854736328125,20240210,31,YX19ONL,VJbd8b93721b131c28de95441af6ae2159819137dc,0,14:15:00,359.0,1707576252,[],-0.5542349815368652,,79932,2,
53.677696228027344,20240210,50,YX65RHU,VJ109042b7f31717d5b97143a6911ac073104b957d,0,14:05:00,45.0,1707576584,[],-1.5156610012054443,,61393,2,
51.57787322998047,20240210,16,SSWL-37167,VJd64ade9d7aa0efce97b307ff7e094a890b20e720,0,14:30:00,228.0,1707576584,[],-3.216646909713745,,12423,2,
51.37118148803711,20240210,21,YX19ONM,VJaee57d918850630b524b33a161a6b85c750dc80f,0,14:10:00,68.0,1707576557,[],-0.4909049868583679,,32689,2,
51.57817459106445,20240210,32,259,VJ9eb4a4001f67c73fd93674298d69876d584d2952,0,14:02:00,159.0,1707576587,[],0.44406598806381226,,70548,2,
53.41053009033203,20240210,34,2925,VJ26cf71076b37909c1365f231cc745aeb7d326f2f,0,14:03:00,221.0,1707576562,[],-2.9882760047912598,,59249,2,
53.37080001831055,20240210,18,2958,VJ831458d9094e96a521838dedbf7538005b33fe8b,0,14:30:00,295.0,1707576576,[],-3.0819649696350098,,59019,2,
51.71593475341797,20240210,11,355,VJbcd19ab238cff16ae3a370f27e5ac2af886e5c91,0,14:37:00,25.0,1707576583,[],-1.1901530027389526,,43946,2,
53.50923538208008,20240210,25,FSYO-63106,VJ228f4e1cc6978ecf10333048bba0bfee6ad3cf46,0,14:30:00,277.0,1707576567,[],-1.0568150281906128,,64587,2,
51.40279006958008,20240210,16,YY64GVR,VJa53db3deb1ad93ff76a120feeb08dd155c43f12d,0,14:30:00,180.0,1707576563,[],-0.006938999984413385,,9697,2,YY64GVR
51.45956039428711,20240210,1,FBRI-33980,VJ8720e951a5e3ad8e6b36314447a8e1c995f60291,0,14:52:00,359.0,1707576563,[],-2.5923609733581543,,73003,2,
52.4829216003418,20240210,20,TNXB-869,VJdb3ee5f51bb3a19dd90f526046875fce48c3bc2f,0,14:18:00,96.0,1707576523,[],-2.0314300060272217,,4441,2,
52.49712371826172,20240210,38,TNXB-870,VJ402d8ce0d578c6ebf4afdbfed055bd2716d7779f,0,14:04:00,252.0,1707576522,[],-2.1235570907592773,,39020,2,
51.37565612792969,20240210,3,YJ14BDO,VJ4de7409b57c9d27dd6446d350b5d38a53e586b51,0,14:40:00,48.0,1707576570,[],-2.139378070831299,,73960,2,
51.296661376953125,20240210,20,SCSO-47865,VJ2bde40af816f5cf2ae04ef5905e972020dbdcb35,0,14:30:00,156.0,1707576576,[],-0.7697107791900635,,3212,2,
51.501251220703125,20240210,12,BV66VHW,VJa9abb84f395da14dda36baf02fac892495adbc84,0,14:13:00,225.0,1707576565,[],-0.16119800508022308,,4487,2,BV66VHW
51.506080627441406,20240210,22,LK18AHA,VJ64aefd68a05632dbc08893cff5d3578730c84f0a,0,14:13:00,0.0,1707576503,[],-0.4188939929008484,,8224,2,LK18AHA
52.96501541137695,20240210,0,FPOT-YY16_YLV,VJ12c17fd479b74a73d4e3c88c564044fa047a488e,0,14:50:00,289.0,1707576578,[],-2.0547139644622803,,7930,1,
52.990234375,20240210,1,FPOT-YY16_YLW,VJdb8227b990aee326a8d8c210d968739780584cb8,0,14:49:00,296.0,1707576563,[],-2.138641119003296,,4252,2,
53.022239685058594,20240210,0,FPOT-YY16_YLX,VJefdf388d08fb7daebb3b23a7732f7564f0ff7e0d,0,14:50:00,359.0,1707576577,[],-2.1743359565734863,,11376,1,
52.98666763305664,20240210,33,FPOT-YY66_PXP,VJbe887a68dbeb494801cbba5fb0c4862a78cfaf70,0,14:20:00,309.0,1707576588,[],-2.130842924118042,,7930,2,
51.2348747253418,20240210,0,FTVA-24212,VJ22b0d18869fef9804f98546e092650749d35b98e,0,14:16:00,359.0,1707576556,[],-0.5777050256729126,,23202,1,
51.51026153564453,20240210,30,FTVA-34375,VJ8eaaf2a9371e3f3126cb050ad1d30e0affce5950,0,14:03:00,313.0,1707576567,[],-0.5921760201454163,,6479,2,
51.50578689575195,20240210,22,FTVA-34377,VJc76566e072121c28ffbf5be0568d63f5bf60ffb8,0,14:10:00,99.0,1707576585,[],-0.576183021068573,,6479,2,
50.76797866821289,20240210,0,SCEK-19651,VJ7ef17cbf0b304af18b24584272310e399ec874c0,0,14:53:00,354.0,1707576578,[],0.28143781423568726,,14432,1,
53.77260208129883,20240210,20,SCEM-11688,VJ1d8fdff08fbd6f0a109145e150f45445b5dca533,0,14:11:00,18.0,1707576563,[],-0.30546578764915466,,23883,2,
53.7458381652832,20240210,5,SCEM-11695,VJa2c65c953ecf9dc69932600a786af26db448c017,0,14:41:00,66.0,1707576574,[],-0.326647013425827,,23883,2,
53.7822265625,20240210,14,SCEM-11696,VJfad944ddf8c688493200495aa765d50cbf766bd5,0,14:35:00,90.0,1707576569,[],-0.37498998641967773,,23914,2,
53.37289810180664,20240210,0,4499,VJ70385c96c4ecb009d7f0163179ef45ab4e0cc1c4,0,14:46:00,95.0,1707576578,[],-3.182831048965454,,59022,1,
54.94886779785156,20240210,25,5389,VJ56c868c2bf44837143ce357fc4d2653777a22263,0,14:18:00,94.0,1707576582,[],-1.6462409496307373,,7617,2,
53.73308181762695,20240210,41,YX21RNU,VJ844dd7a45946179efee38197e55d757dfaff43a8,0,14:11:00,140.0,1707576584,[],-2.6531500816345215,,8263,2,
51.33666229248047,20240210,32,SCSO-47928,VJ56d01e4ac0899c61eb59a8aaacb6981c2954d55c,0,14:05:00,0.0,1707575772,[],-0.7442228198051453,,13039,2,
51.33119201660156,20240210,35,YX21RPO,VJc756ee296de2c72b3e9f18bd37b96d2ef86ea7f5,0,14:07:00,233.0,1707576578,[],-0.5339999794960022,,5787,2,
53.41187286376953,20240210,6,3164,VJ67b7d69e63675254c99c7cffc104e6d4719e7127,0,14:29:00,84.0,1707576591,[],-2.954106092453003,,59151,2,
51.752105712890625,20240210,16,354,VJ1c86bb01ed0f3c2df5858d796a877a4adec17a5b,0,14:30:00,359.0,1707576587,[],-1.2572640180587769,,13059,2,
54.0422248840332,20240210,0,SCCU-11144,VJ9da70004cb394744b14d20c3ab2acb5c2b713c96,0,14:50:00,126.0,1707576585,[],-2.894657850265503,,86042,1,
53.415977478027344,20240210,4,SCMN-19364,VJ45f959db6e20d3c8de59f7733df717f58e4b970a,0,14:26:00,96.0,1707576586,[],-2.1479618549346924,,1617,2,
51.562965393066406,20240210,10,LX09AAU,VJ927e2ab6d3ac01ec393c23b364de3b35b4932cbe,0,14:35:00,315.0,1707576489,[],-0.011416999623179436,,8830,2,LX09AAU
51.42631530761719,20240210,12,YX17_NSN,VJf34128724c5cb1c16b25fb06460a3fdf9861aeaa,0,14:30:00,71.0,1707576585,[],-2.558556079864502,,10163,2,
51.63153076171875,20240210,35,YX17_NSU,VJcac15bb48837984ecaf4567e1e383748757bc9bf,0,14:00:00,73.0,1707576585,[],-2.3890130519866943,,5613,2,
53.84455871582031,20240210,50,YX21RSO,VJ85e02724fabab240b25cc0a4b3f62a4f1f043156,0,13:55:00,311.0,1707576583,[],-2.1934380531311035,,72180,2,
51.28197479248047,20240210,31,YX23ORV,VJ30aeaddd1d696005f5d0f3154ab071efd3107b3b,0,14:15:00,233.0,1707576587,[],-0.3679850101470947,,49571,1,
53.753807067871094,20240210,6,SCEM-11764,VJa0d10db073f2e5e961d3cafbff0b98dc0ca0a118,0,14:20:00,6.0,1707576567,[],-0.36011579632759094,,23914,1,
53.75425720214844,20240210,11,SCEM-11766,VJ123777363fd21686f6ade4e6d336b1febb2e7c3c,0,14:37:00,42.0,1707576565,[],-0.3127919137477875,,23839,2,
53.76470184326172,20240210,39,SCEM-11767,VJ346a798405fd4fab1b3401fe548ccc1f563a82d4,0,14:13:00,234.0,1707576571,[],-0.29236188530921936,,23897,2,
53.303985595703125,20240210,22,SCEM-15507,VJbc62d6a33b6c4b737f075f1dcbb143b39a8b7633,0,14:25:00,36.0,1707576571,[],-1.1214277744293213,,3551,2,
53.22679901123047,20240210,0,SCEM-27640,VJd88ff77db0eb007a3a636e565dd4cc30aab86c64,0,14:50:00,324.0,1707576563,[],-0.5376157760620117,,12218,1,
53.453304290771484,20240210,50,3214,VJ4be5cfbcfcccd61c4db29bb56bd0066ae796bf6f,0,13:53:00,207.0,1707576583,[],-2.731816053390503,,10732,2,
51.585227966308594,20240210,20,LJ61CDU,VJ0383be5c58555890e878b1e38b516399016e74fa,0,14:10:00,90.0,1707576513,[],-0.08059799671173096,,5737,2,LJ61CDU
51.45048904418945,20240210,26,YX11AHN,VJbf10a1ab2facfe2c59e5052a70884ea603e1fa7d,0,14:05:00,135.0,1707576498,[],-0.06380700320005417,,3302,2,YX11AHE
54.38098907470703,20240210,3,YY64GTU,VJf657e2b123b54ca81027d8ed54651dc2be690baf,0,14:30:00,358.0,1707576490,[],-1.8301810026168823,,9605,2,
52.6662483215332,20240210,0,SCEM-15616,VJ1e12a013de56d8aff4bfe152d90ff701e09fcf63,0,14:50:00,0.0,1707576579,[],0.16151079535484314,,29736,1,
52.66347885131836,20240210,23,SCEM-15618,VJb9df330f6de2a1417c3274be8ef03d53764bcb06,0,14:30:00,234.0,1707576570,[],0.16629280149936676,,29733,2,
53.208038330078125,20240210,35,SCEM-15651,VJd06a3109961b6819990a32049381cf052ec6088d,0,14:00:00,276.0,1707576543,[],-0.04433390125632286,,15686,2,
53.43650817871094,20240210,22,SCMN-19423,VJbd11ff619237c606589b669b8954ea54fc0e07ff,0,14:17:00,192.0,1707576579,[],-2.078929901123047,,1617,2,
53.48175811767578,20240210,0,SCMN-19447,VJ7b0a567bb2ece4cd7a4fd85cabf0204db53d73c6,0,14:42:00,0.0,1707576584,[],-2.236541986465454,,6625,1,
51.49088668823242,20240210,6,YX68UVK,VJf5e6a74794230b48a580747987eb6de622be32e7,0,14:42:00,0.0,1707576566,[],-0.26575401425361633,,9395,2,YX68UVK
51.425048828125,20240210,13,YY15EYW,VJ0b8ede4556f7d108ce1a8d473ce8444586d2a517,0,14:15:00,225.0,1707576549,[],-0.1706019937992096,,3487,2,YY15EYW
53.78515625,20240210,19,YX23OXC,VJ8f2a9b8bdcb4edba3603747f853f093dce2bf5c2,0,14:30:00,32.0,1707576583,[],-2.2476229667663574,,72181,2,
54.97432327270508,20240210,1,SCNE-10637,VJ7caf5213b9cd6d767f3ced6b6357f7a2b5f64ec5,0,14:28:00,96.0,1707576336,[],-1.6121150255203247,,1435,2,
54.985103607177734,20240210,17,SCNE-10638,VJ6ae7f1cf577c4127a52e8f9e4cfaca556cc5f452,0,14:24:00,120.0,1707576572,[],-1.663404941558838,,3752,2,
54.99784469604492,20240210,44,SCNE-10645,VJ6cb4ef719afe8f14574e7663707bb4f01027b0fe,0,13:54:00,348.0,1707576582,[],-1.5809268951416016,,3752,2,
50.81024932861328,20240210,24,SCEK-26357,VJ4c1a6f10bda396c8bb7785c32fb1aa0b09ad6975,0,14:07:00,198.0,1707576583,[],0.29430079460144043,,2119,1,
53.54134750366211,20240210,10,SYRK-37602,VJ5d0c04065fd27d231216c2b1590561cde738f386,0,14:30:00,246.0,1707576564,[],-1.218303918838501,,9981,2,
53.56755447387695,20240210,30,SYRK-37605,VJ867fac4b743142ea14784d0dce55ec52946d4222,0,14:10:00,108.0,1707576553,[],-1.2732138633728027,,58347,2,
53.48338317871094,20240210,5,SCMN-19463,VJe8e7d08340739d4eb8b4593dc8184e1557bb1770,0,14:34:00,0.0,1707576584,[],-2.2565701007843018,,7543,2,
53.468563079833984,20240210,7,SCMN-19475,VJc367a0482ed8a9859cf642e7e84c81a37d06f6d3,0,14:42:00,0.0,1707576576,[],-2.2353477478027344,,8443,2,
53.46804428100586,20240210,3,SCMN-19476,VJd5cb04a827d2438a4fd2cbf529bdd8757a6898c2,0,14:39:00,252.0,1707576574,[],-2.246004819869995,,1609,2,
51.46132278442383,20240210,23,SN64OEU,VJ96d0f96dd73ad61c0a32d546897f4e4819515c64,0,14:12:00,90.0,1707576567,[],-0.1470929980278015,,84862,2,SN64OEU
53.67014694213867,20240210,6,YX65RHA,VJ9664fca60ba036a0c2f01f097dbaf75f56acc66d,0,14:35:00,170.0,1707576580,[],-1.4883630275726318,,61347,2,
52.563148498535156,20240210,16,YX61BXF,VJb47f02c2dbfb5a11894ac07a9e9e510ad72e4673,0,14:32:00,206.0,1707576576,[],-2.083307981491089,,13099,2,
50.86836242675781,20240210,32,SCEK-36122,VJca2a2b5d68f9d065ea46871ed3ad6ac31cc790d0,0,14:01:00,0.0,1707576562,[],0.5560268759727478,,66086,2,
51.6009635925293,20240210,17,442,VJd5472dfcc0dd647162c6e248712b479c1f570291,0,14:27:00,285.0,1707576583,[],-1.1214040517807007,,87432,2,
51.55590057373047,20240210,24,LK59FEU,VJ2c758ae961495ce742ab1f550cb9bf3e12670994,0,14:07:00,180.0,1707576535,[],-0.08418100327253342,,3327,2,LK59FEU
51.55083465576172,20240210,23,LTZ1096,VJbc251256af28f577698f4ea7ad9cf0e028a96f7f,0,14:13:00,315.0,1707576540,[],-0.20799100399017334,,3347,2,LTZ1096
51.34666442871094,20240210,34,SCEK-35256,VJda26c724b1ea596b1720fba65d9ce9b7ce95df0a,0,14:03:00,282.0,1707576004,[],1.4207139015197754,,7064,2,
52.583953857421875,20240210,1,YX61BYB,VJ6760a46feff37c11605e2434664f511118954fa3,0,14:46:00,101.0,1707576565,[],-2.1222710609436035,,13099,2,
52.55690383911133,20240210,9,YX61BYC,VJ31dec49bd97c70e679c68b904319e53a40f5e89f,0,14:45:00,326.0,1707576587,[],-2.053797960281372,,13099,2,
51.480674743652344,20240210,5,RRAR-23606,VJc1c67cf4915b2c87c6a1b2c043a0049f47bb1942,0,14:00:00,296.0,1707576569,[],-0.45144298672676086,,21523,2,
50.868499755859375,20240210,10,SCEK-36499,VJd4d1a2948a89b1224d167eccfb663a9251ed0423,0,14:37:00,24.0,1707576570,[],0.5562199950218201,,9940,2,
